total_transactions,unique_counterparties,incoming_count,outgoing_count,incoming_outgoing_ratio,total_volume,degree_centrality,label
1,1,0,1,0.0,0.0,1.0,0
6,6,4,2,1.3333333333333333,0.328351241335935,1.0,0
86,86,84,2,28.0,152.82754870135594,1.0,1
13,12,8,5,1.3333333333333333,7.654556016575999e-06,1.1818181818181819,0
254,206,152,102,1.4757281553398058,97.01323719175097,1.233009708737864,1
1,1,0,1,0.0,0.0,1.0,0
8,8,2,6,0.2857142857142857,0.18117,1.0,0
2,2,0,2,0.0,0.0,1.0,0
22,22,22,0,22.0,5.150976639999999e-10,1.0,0
2,2,0,2,0.0,0.0,1.0,0
26,26,0,26,0.0,0.0,1.0,0
376,376,188,188,0.9947089947089947,1413.5492664218673,1.0,1
2,2,1,1,0.5,1.225e-05,1.0,0
166,166,166,0,166.0,0.0,1.0,1
1,1,1,0,1.0,0.0,1.0,0
5,5,5,0,5.0,3.044810972e-09,1.0,0
1,1,0,1,0.0,0.0,1.0,0
1,1,0,1,0.0,0.0,1.0,0
2,2,1,1,0.5,0.0959467179,1.0,0
18,18,16,2,5.333333333333333,71.27956536200001,1.0,1
4,4,2,2,0.6666666666666666,0.019373519999999998,1.0,0
177,177,0,177,0.0,3.464104394407562,1.0,0
62,60,26,36,0.7027027027027027,158.6766149101,1.0333333333333332,1
304,304,304,0,304.0,0.0,1.0,1
12,11,9,3,2.25,7.491065035934239,1.2000000000000002,0
60,55,39,21,1.7727272727272727,2.8457298229289343,1.0909090909090908,0
102,102,90,12,6.923076923076923,80.78174939472238,1.0,1
6,6,5,1,2.5,0.05299136750017873,1.0,0
1,1,0,1,0.0,1e-09,1.0,0
301,298,187,114,1.626086956521739,20.956743489115603,1.0100671140939597,0
1,1,1,0,1.0,0.0,1.0,0
5,5,2,3,0.5,2.0933533890352454,1.0,0
5,5,2,3,0.5,0.06608850157595658,1.0,0
3,3,2,1,1.0,0.442312095873589,1.0,0
284,284,284,0,284.0,7.733201048404502,1.0,1
1,1,0,1,0.0,1e-09,1.0,0
466,466,2,464,0.004301075268817204,32266.360575960207,1.0,1
30,30,30,0,30.0,0.0,1.0,0
1,1,0,1,0.0,0.0,1.0,0
472,274,198,274,0.72,0.0682545884000002,1.7226277372262773,0
477,311,207,270,0.7638376383763837,16.67680597311713,1.5337620578778135,0
20,17,6,14,0.4,1.098175560145549,1.1764705882352942,0
1,1,0,1,0.0,1e-09,1.0,0
3,3,1,2,0.3333333333333333,0.1918666512082194,1.0,0
22,21,5,17,0.2777777777777778,1.2048328968402835,1.0476190476190474,0
1,1,0,1,0.0,0.0,1.0,0
41,39,15,26,0.5555555555555556,1.9191606842688533,1.0789473684210527,0
5,5,1,4,0.2,0.03,1.0,0
1,1,0,1,0.0,0.0,1.0,0
1,1,0,1,0.0,0.00030818166600294,1.0,0
137,137,2,135,0.014705882352941176,0.24840009896214302,1.0,0
110,110,110,0,110.0,0.0,1.0,1
290,290,51,239,0.2125,24.675934030732122,1.0,0
30,29,20,10,1.8181818181818181,0.5695851522200008,1.0344827586206897,0
290,290,290,0,290.0,1221.0694787425339,1.0,1
2,2,1,1,0.5,3.381058387248e-05,1.0,0
1,1,1,0,1.0,0.0,1.0,0
63,63,61,2,20.333333333333332,0.005011769004592619,1.0,0
1,1,1,0,1.0,3.70465529e-06,1.0,0
23,23,20,3,5.0,38.605789747582534,1.0,0
66,66,6,60,0.09836065573770492,1.398801101,1.0,0
2,2,1,1,0.5,0.1,1.0,0
11,11,9,2,3.0,0.0170741918334507,1.0,0
2,2,1,1,0.5,0.002412496383270956,1.0,0
8,8,3,5,0.5,4.892067998202321,1.0,0
30,30,1,29,0.03333333333333333,0.06287365668438798,1.0,0
1,1,0,1,0.0,0.0,1.0,0
7,7,7,0,7.0,0.0,1.0,0
108,106,17,91,0.18478260869565216,1.2170172023416468,1.0285714285714287,0
108,100,71,37,1.868421052631579,73.05199846625246,1.08,1
4,4,2,2,0.6666666666666666,0.00035214248805876203,1.0,0
2,2,0,2,0.0,0.0,1.0,0
2,2,1,1,0.5,0.002319642363637412,1.0,0
10,10,7,3,1.75,2.2903474568214937,1.0,0
1,1,0,1,0.0,0.0,1.0,0
35,35,0,35,0.0,0.048,1.0,0
2,2,1,1,0.5,0.0001125130824,1.0,0
3,3,1,2,0.3333333333333333,0.004234017718837892,1.0,0
15,14,8,7,1.0,0.06276200575438799,1.0714285714285714,0
97,96,15,82,0.18072289156626506,281.48930296183505,1.0104166666666665,1
2,2,0,2,0.0,0.0,1.0,0
5,5,0,5,0.0,5e-09,1.0,0
38,38,0,38,0.0,0.005319937996613005,1.0,0
90,90,22,68,0.3188405797101449,7.800315129999998,1.0,0
363,363,363,0,363.0,424.1991326287776,1.0,1
132,132,131,1,65.5,1.8580265833818013e-05,1.0,0
1,1,0,1,0.0,1e-09,1.0,0
